  32975.00	  10001964
  17234.00	  10001970
  43584.50	  10001973
  28989.33	  10001976
  14282.75	  10001985
  22324.67	  10001987
  42664.00	  10001992
  42808.50	  10001997
  34715.00	  10002000
  29160.67	  10002002
  42295.50	  10002004
  29410.33	  10002026
  37511.80	  10002037
   3166.00	  10002039
  36625.40	  10002041
  40569.83	   1000205
  42708.00	  10002052
  23375.12	  10002057
  39163.00	  10002062
  42461.00	  10002081
  42859.88	  10002084
  47479.75	  10002086
  30945.20	   1000211
  43059.50	  10002111
  28780.00	  10002118
  35599.40	   1000212
   1195.50	  10002120
  57359.00	  10002127
  29064.67	   1000213
   9918.00	  10002133
  28977.33	  10002135
  29033.67	  10002141
  29186.00	  10002149
  42570.67	   1000215
  44302.25	  10002162
    264.50	  10002164
  28450.00	  10002168
  42203.33	  10002169
  30944.50	   1000218
  36490.10	  10002189
  15329.00	  10002191
    308.00	  10002192
  39495.75	   1000221
  36219.00	  10002217
   6739.00	   1000222
  25865.50	  10002242
  15206.83	  10002244
  23882.33	   1000225
    178.50	  10002251
  25701.00	  10002262
  42883.50	  10002263
  42833.33	  10002277
  28314.38	  10002285
  29142.50	  10002316
  38741.00	  10002320
  47636.29	  10002321
     87.00	  10002327
  31291.83	  10002333
  38837.50	  10002335
  38188.00	  10002337
  37111.50	  10002349
  33461.67	   1000235
    200.50	  10002356
  26237.50	   1000237
  46745.00	  10002379
  17541.50	  10002383
  43232.25	  10002387
  12385.50	  10002395
  41629.75	  10002398
  34863.60	  10002406
  42628.50	  10002412
  25044.25	   1000242
  40516.50	  10002429
  19073.50	  10002439
  29263.33	  10002444
  52799.33	   1000246
  43008.00	  10002460
  43137.25	  10002469
   1824.50	  10002470
  28085.75	  10002475
  15678.00	  10002484
  34608.00	  10002501
    516.50	  10002505
  42647.69	  10002507
  19835.12	   1000251
  34814.60	  10002518
  33824.50	  10002528
  27679.17	   1000253
  29242.67	  10002530
  42983.50	  10002532
    958.50	  10002538
  42000.90	  10002546
  41330.00	  10002553
  29226.00	  10002562
  42996.50	  10002564
  28476.33	  10002566
  38360.86	  10002570
  42800.50	  10002576
  28684.67	  10002578
  30014.17	  10002582
    333.50	   1000259
  31377.50	  10002591
  30648.67	  10002593
  35480.67	  10002606
  23164.00	  10002617
  20489.25	   1000262
  14446.00	   1000263
  50621.60	  10002631
  42680.87	  10002637
  43084.50	  10002641
  42829.00	  10002663
  38184.00	   1000267
   1669.50	  10002672
  29421.33	  10002676
  36624.00	  10002686
  34157.00	  10002694
  21040.40	  10002696
  27732.00	  10002706
  46680.22	  10002728
  41547.00	  10002729
  43039.50	  10002747
  49110.20	   1000276
  18752.67	  10002779
  27654.67	  10002780
    660.50	  10002781
  15735.00	  10002789
  28805.00	  10002791
  24624.25	  10002803
  44286.12	  10002809
   2321.00	  10002811
     32.50	  10002815
  32922.80	  10002818
  10863.33	  10002823
  42986.17	  10002829
  29009.00	   1000284
  54009.00	   1000285
  34082.00	  10002854
  31496.50	  10002856
  43264.50	  10002857
  38083.00	  10002889
  41519.50	  10002899
  34877.80	   1000290
  36201.29	  10002909
  31874.64	   1000291
  42691.50	  10002911
  43126.00	   1000292
   2122.00	  10002921
   1687.50	  10002923
  42845.00	  10002925
  37886.00	  10002927
  49121.67	  10002930
  43100.50	  10002933
  34660.50	  10002934
  42353.00	  10002948
  43413.75	   1000295
     44.00	  10002964
  50395.00	  10002968
  34495.14	  10002971
  33139.50	  10002973
  47145.00	  10002982
  23331.75	  10002991
   8779.50	  10002996
  28545.33	  10003004
  42971.50	  10003006
    449.00	  10003007
    394.00	  10003019
   3662.20	  10003027
  15937.67	   1000303
  41958.00	  10003039
  29179.83	  10003046
  34439.00	  10003064
  49346.29	  10003070
  42983.50	  10003071
  41477.00	  10003074
  43566.58	  10003081
  29413.00	  10003083
  40227.33	  10003086
  24507.33	  10003091
  40520.00	  10003104
   3650.20	  10003105
  41716.00	  10003131
  41893.00	  10003150
  25432.00	  10003156
  57841.60	  10003174
  42632.68	   1000318
  40949.04	   1000319
  43189.50	  10003207
  43026.50	  10003236
  37780.25	  10003240
  21737.75	  10003246
   5625.50	   1000325
    183.00	  10003251
    810.50	  10003253
  31380.50	  10003260
  42906.00	  10003262
   3296.50	  10003265
   2761.33	  10003266
  22786.50	  10003269
  39144.44	  10003270
  51497.40	  10003271
  31921.00	  10003281
  18492.14	  10003283
    646.50	  10003289
  28838.33	  10003290
  34041.00	  10003293
  21552.75	  10003294
  33263.71	  10003296
  34865.25	  10003299
  39680.00	  10003300
  29852.50	  10003302
  43044.00	  10003306
    125.00	  10003308
  33546.33	  10003315
  44562.79	  10003317
  40794.50	  10003320
    243.00	  10003322
  38559.20	  10003323
  36901.50	  10003326
  42358.00	  10003330
  22362.50	  10003335
  36103.25	  10003336
    152.00	  10003337
   9620.67	  10003342
  43029.50	  10003350
  11529.50	  10003357
  21710.00	  10003361
   1246.00	  10003369
  42170.50	  10003371
  49354.00	  10003376
  28227.50	   1000338
  28690.00	  10003383
  42077.00	  10003387
  16445.50	  10003391
  28606.33	  10003394
  41625.50	  10003395
  37960.67	  10003398
   7607.00	  10003402
  42476.50	  10003405
   2601.67	  10003419
  11791.67	  10003420
  32728.00	  10003426
  15458.00	  10003430
  42440.00	  10003431
   2715.00	  10003436
  17665.40	   1000344
  46933.98	  10003441
  35239.33	  10003447
  50988.67	  10003448
  14036.00	  10003451
  42742.00	  10003452
   5164.00	  10003454
   4854.00	  10003459
  30371.67	   1000346
  19835.50	  10003460
  39473.00	  10003462
  35472.67	  10003463
  42773.00	  10003465
  54935.67	  10003474
  22845.43	  10003483
   5022.00	  10003484
  37931.50	  10003497
  37118.00	  10003503
   1760.67	  10003508
  18463.00	  10003516
     41.50	  10003524
  22065.00	  10003528
  37732.33	  10003529
  36734.50	  10003534
  37371.00	  10003537
  43531.50	  10003543
  29565.67	  10003545
  37105.50	  10003548
  42585.00	  10003551
   7455.50	  10003561
  42838.00	  10003562
  34451.00	  10003567
  41548.01	  10003568
  26586.86	  10003569
  57309.33	  10003570
  40467.00	  10003585
    149.50	  10003591
  27982.33	  10003596
    544.50	  10003602
  53988.50	  10003604
  28549.00	  10003617
  45508.94	  10003618
   2898.33	  10003619
  24743.25	  10003620
  21517.50	  10003631
  42422.00	  10003636
  22731.50	   1000364
  28385.33	  10003640
  43087.25	  10003644
  28488.00	  10003647
  42484.00	  10003648
  39368.25	  10003650
  33646.83	  10003657
  58699.86	  10003660
  49356.50	  10003661
  29240.33	  10003668
  28749.33	  10003678
   4529.50	  10003683
  42978.13	  10003692
    979.50	  10003695
  41355.58	   1000370
    935.67	  10003700
  28762.89	  10003703
  31541.33	  10003707
  42947.50	  10003709
  10167.50	  10003711
    814.00	  10003719
   9690.75	  10003720
  34648.00	  10003721
  27804.00	  10003727
  26723.67	   1000373
  21233.50	  10003730
  42982.00	  10003740
    456.50	  10003742
  35258.40	  10003748
  24922.33	  10003752
  15484.00	  10003764
  26049.83	  10003765
  34077.67	  10003776
  35226.80	   1000378
  16213.00	  10003782
  14771.33	  10003788
    369.00	  10003793
  44308.00	  10003795
  20611.33	  10003798
  34510.60	   1000380
  25853.25	  10003802
  43988.00	  10003804
  28921.67	  10003806
  43215.00	  10003809
  21017.50	  10003811
  42427.00	  10003818
  28331.50	  10003821
  37608.83	  10003822
  28851.00	  10003823
  43050.00	  10003824
  40806.00	  10003828
  31924.67	  10003835
  38346.00	  10003839
  44745.50	  10003849
  27988.67	  10003860
  18476.40	  10003864
  43288.75	  10003865
   2574.50	  10003870
  27232.80	  10003875
  32499.33	  10003885
  42261.00	  10003887
  26896.50	  10003892
  42384.50	  10003898
  12992.00	  10003910
  43091.00	  10003915
  29267.67	  10003918
  30419.33	   1000392
  49986.40	  10003925
  42803.50	  10003929
  43644.80	  10003938
  30404.33	  10003946
    588.00	  10003947
  38393.75	   1000395
  27982.00	  10003953
  38594.50	  10003958
  22251.50	  10003961
  32406.67	  10003963
  22705.00	  10003966
  48445.33	  10003967
  39641.40	  10003968
  19974.33	   1000397
  41697.75	  10003972
  34153.50	  10003973
  36481.83	  10003976
  42613.50	  10003979
  36093.00	  10003982
  27811.33	  10004000
  35337.00	  10004006
  34256.40	   1000401
  42036.00	  10004012
  35089.60	  10004026
  40401.00	  10004029
  29232.50	  10004034
     83.50	  10004036
  17557.60	  10004039
  28949.67	   1000404
  24249.80	  10004048
  29008.33	  10004055
  17617.25	  10004056
  26652.00	  10004064
  18969.67	   1000407
  33563.69	  10004070
  43481.00	  10004073
  29702.67	  10004077
  26073.00	   1000408
  11808.80	  10004085
  57149.00	  10004094
  16958.50	  10004096
  43101.50	  10004111
  41948.00	  10004121
  33217.00	  10004122
  42816.91	  10004126
  56664.29	   1000413
  37307.71	   1000414
  19045.50	  10004155
  27529.75	  10004156
  28614.00	  10004159
  13399.50	  10004168
   1001.50	  10004177
     98.50	  10004179
  28927.67	  10004181
  42707.00	  10004183
   1102.00	  10004190
    219.00	  10004194
  40833.59	  10004198
   5401.00	  10004200
    231.50	  10004208
  30016.67	  10004212
  53827.67	  10004215
  43154.83	  10004226
    132.00	  10004231
  35287.00	  10004232
  42338.00	  10004234
  42077.50	  10004236
  18358.50	  10004243
  42234.00	  10004249
    128.50	  10004251
  17791.50	  10004253
  47865.67	   1000426
  41332.50	  10004260
  32775.60	  10004265
  23468.00	  10004266
  46928.67	  10004269
  45737.00	  10004273
    181.50	  10004274
   4435.00	  10004290
  26972.67	   1000430
  51016.67	  10004302
    749.00	  10004303
  42717.00	  10004317
  39100.50	  10004321
  31404.25	  10004328
  46877.57	  10004330
  29527.33	  10004332
  28503.33	  10004334
  27502.33	  10004337
  29743.00	  10004339
  40981.50	   1000434
   6204.00	  10004345
  28189.67	   1000435
  29207.33	  10004352
  33041.50	  10004353
  42579.00	  10004359
  43277.50	  10004360
  52297.33	  10004367
  31539.33	  10004372
  43861.75	  10004376
  42907.00	  10004385
  31421.67	  10004393
  30907.17	  10004395
  42106.00	  10004399
  39174.50	  10004410
  18211.17	   1000442
   2931.50	  10004420
  42654.50	  10004421
  29513.00	  10004422
  14478.00	  10004424
  28847.50	  10004426
  49374.00	  10004429
  34498.40	   1000443
   4402.33	  10004436
  22161.00	  10004439
  42247.00	  10004441
   5461.50	  10004444
    970.50	  10004447
  20272.50	  10004453
  20196.00	  10004457
  22732.00	  10004461
   1612.00	  10004464
  33481.00	  10004478
  41439.75	  10004481
  42905.00	  10004484
  28220.57	   1000449
  29172.00	   1000450
  35043.40	  10004501
   3383.50	  10004504
     90.50	  10004506
  34967.80	  10004522
  37377.50	  10004527
  54868.17	   1000453
  27951.33	  10004532
  42970.00	  10004547
  27715.67	  10004549
  31584.33	   1000455
  36605.00	  10004553
   1679.50	  10004556
  34236.00	  10004560
  39557.25	  10004566
  25834.33	  10004568
  45030.50	  10004579
   2447.67	  10004590
  34658.00	  10004601
  14251.00	  10004604
   5460.50	  10004609
  28899.00	  10004610
  21204.75	  10004616
     52.00	  10004618
    188.50	  10004623
  35298.00	  10004628
  41727.50	  10004642
  25017.75	  10004643
    694.50	  10004646
  15268.00	  10004654
  43110.00	  10004656
   3217.00	  10004663
  13054.50	  10004670
  42431.00	  10004673
  42461.50	  10004676
  56811.33	  10004677
   3024.50	  10004680
  28377.17	  10004689
  47587.33	   1000469
  40551.00	  10004696
  43112.00	  10004701
   2635.00	  10004721
   1317.00	  10004725
  33657.40	  10004727
  29346.33	  10004728
  43086.33	   1000474
    184.50	  10004742
  42572.50	  10004751
  28735.67	  10004752
   6191.00	  10004755
   1791.00	  10004756
  43411.00	  10004761
  23406.25	  10004765
    151.00	  10004783
   3529.33	  10004784
    403.67	  10004788
  36078.50	  10004794
  49180.81	  10004799
  26789.00	  10004802
  37814.12	  10004807
  54435.00	  10004808
  27290.00	  10004809
   1321.50	  10004813
   2642.00	  10004816
  42916.25	  10004823
  55294.00	  10004829
  39190.14	  10004830
  41084.42	  10004831
   5070.50	  10004842
  55902.67	  10004846
  30864.80	  10004847
  28677.33	  10004849
  36430.50	  10004855
  43100.00	  10004860
    707.50	  10004862
  38722.83	  10004865
    242.00	  10004867
  25084.00	  10004871
  25509.33	  10004877
    861.50	  10004882
  21465.50	  10004885
   6746.00	  10004886
   8338.00	  10004887
  41098.17	   1000489
  40793.50	  10004891
  38559.00	  10004901
   4269.00	  10004905
  24922.25	  10004911
  28482.33	  10004913
  30340.67	  10004917
  21235.00	  10004926
  43121.50	  10004934
  38507.44	  10004941
   6032.33	  10004948
  40436.00	  10004965
  39088.25	  10004968
  42149.00	  10004969
  26892.33	  10004978
  30600.50	  10004982
  16610.78	  10004983
  12176.00	  10004984
  31145.80	  10004985
  34083.50	  10004987
  26616.00	  10004994
  24481.43	  10005006
    850.50	  10005008
  28902.00	  10005014
  45096.50	  10005019
  29599.33	  10005021
  28804.33	  10005055
  29205.33	  10005059
  42453.50	  10005070
  42916.50	  10005074
  29040.86	  10005076
  42270.50	  10005093
  29938.00	  10005096
  32945.50	  10005109
  28231.33	  10005115
   8372.00	  10005124
  23362.25	  10005136
  57450.67	  10005141
  52947.33	  10005144
  43335.20	  10005145
  49919.67	  10005159
   6767.50	  10005167
    956.00	  10005169
   1614.00	  10005183
  21528.75	  10005184
  35300.00	  10005189
  29339.00	  10005194
  43155.00	  10005195
  50499.25	   1000520
  40457.00	  10005202
  30386.00	   1000521
     98.50	  10005210
  19393.00	  10005213
   2034.50	  10005222
  34465.90	  10005225
  18622.67	  10005226
    204.00	  10005227
  35514.00	   1000523
  54033.40	  10005239
  18872.00	  10005242
  28397.00	  10005250
    502.33	  10005254
  24542.00	  10005274
   4211.50	  10005278
  14713.33	   1000528
  20949.00	  10005291
  29429.67	  10005294
  39559.33	   1000530
  32418.00	  10005305
  40818.50	  10005307
  29526.33	  10005314
  33641.60	  10005315
  38663.00	  10005322
  30291.12	   1000533
   7476.67	  10005330
  40105.50	  10005332
  22940.00	  10005334
  29595.50	  10005337
   1089.00	  10005339
  40136.00	  10005349
  28738.00	  10005354
  45226.83	  10005355
    815.50	  10005356
  13162.75	  10005364
  26495.33	  10005372
    750.00	  10005382
  43348.83	  10005384
  43069.17	  10005388
  31744.43	  10005389
  47952.33	  10005391
  39152.20	  10005393
  34500.33	  10005407
  20628.33	  10005408
  52805.67	   1000541
  42311.50	  10005410
  42732.50	  10005429
    696.50	  10005432
   4599.50	  10005437
  23311.50	  10005440
  28973.67	  10005469
    131.50	  10005484
  30350.33	  10005492
  37130.50	  10005514
  21846.00	  10005515
  36311.00	  10005519
  28798.67	   1000553
  34721.80	  10005539
  28785.67	   1000555
  44735.29	  10005551
  29064.00	  10005568
  57400.33	  10005572
  28464.60	  10005573
  39126.00	  10005575
  28703.33	  10005576
  29082.00	  10005586
  34603.86	  10005594
  43774.29	  10005595
  46800.60	  10005599
  17008.60	  10005601
  40210.00	  10005602
  28384.33	  10005611
  43141.00	  10005614
  42317.53	   1000562
  40451.50	  10005627
  30106.17	  10005638
    423.50	  10005642
   3232.33	  10005643
  47403.83	  10005646
  20466.67	  10005648
  26781.20	  10005649
  40838.50	  10005654
  28555.33	  10005655
  41281.00	  10005657
  50341.33	  10005664
  37310.50	  10005672
  43168.00	   1000568
  32597.56	  10005685
  32960.33	  10005690
  45687.83	  10005692
    216.50	  10005693
     63.33	  10005696
  26578.00	  10005698
  43174.50	   1000570
  34598.00	  10005702
  35639.00	   1000571
  31835.67	  10005710
  29865.67	   1000574
   6672.00	  10005740
  21733.00	  10005743
  28061.00	  10005745
  28756.00	  10005749
  21768.25	  10005750
  21656.50	   1000576
  40295.50	  10005769
  42366.00	  10005771
  38205.50	  10005788
  48918.60	  10005789
  51536.40	  10005791
  28014.67	  10005810
    158.50	  10005819
     94.50	  10005820
  41511.00	  10005821
  38106.67	  10005825
  25598.00	  10005829
  49957.80	   1000583
  29800.80	  10005834
  42777.33	  10005841
  42561.50	  10005843
  31190.86	  10005847
  28608.00	  10005859
  42355.00	  10005872
  29944.33	  10005873
  36510.75	  10005895
  27310.33	  10005902
  44147.27	  10005906
  32448.00	  10005913
   4724.50	  10005915
  41614.17	  10005922
  21564.00	  10005923
    103.00	  10005925
  29176.33	  10005927
  34484.50	  10005934
  21542.00	  10005942
  42944.50	  10005945
  42145.50	  10005946
  22057.00	  10005947
  26814.50	  10005956
  57611.00	  10005960
  55014.67	  10005962
  54425.67	  10005964
    373.50	  10005969
  41242.50	  10005970
   3234.00	  10005974
    155.00	  10005981
  35769.00	  10005991
  37555.67	  10005998
   2609.33	  10006005
  38693.35	  10006006
  33800.50	  10006007
  40392.75	  10006009
    768.00	  10006010
    781.00	  10006016
  21486.00	  10006017
  18158.67	  10006019
  34701.00	  10006035
  42982.50	  10006037
  25106.43	  10006039
  30594.33	   1000604
  22577.00	  10006053
  34945.40	  10006057
  48922.24	  10006062
  24028.80	  10006064
  43247.17	   1000608
  41377.50	  10006082
  44858.33	  10006087
  44412.67	  10006092
   2017.00	  10006095
    457.00	  10006096
  25267.86	  10006107
  31098.67	  10006109
  15881.50	   1000611
  28000.33	  10006111
     57.00	  10006116
  29064.17	  10006119
  57261.67	  10006120
   1505.00	  10006123
  39868.00	  10006124
  34411.80	  10006129
  35162.20	  10006130
  41324.20	  10006139
  30128.75	   1000614
    851.00	  10006147
  15333.50	  10006150
  59145.50	  10006157
  34439.20	  10006159
  33859.80	  10006168
  31586.50	  10006169
  28931.33	   1000619
  28697.33	  10006194
    308.50	  10006196
  11095.50	  10006198
  27954.33	  10006201
    533.50	  10006202
  43529.50	  10006210
  28752.00	  10006221
    888.00	  10006223
  20223.40	  10006235
    167.50	  10006239
  26726.11	  10006248
  42806.50	  10006249
  29691.67	   1000625
  42887.00	  10006253
  55008.83	  10006254
  38270.11	  10006261
  26980.33	  10006274
  31840.25	  10006280
  21995.00	  10006288
  46482.50	   1000629
  44689.67	  10006306
  18611.75	  10006310
  43327.75	  10006314
    979.50	  10006323
  43297.80	  10006328
  43115.50	   1000633
  42559.00	  10006330
   9135.50	  10006335
   1981.00	  10006342
  22936.25	  10006343
  35185.40	  10006371
  35935.00	  10006373
  45385.00	  10006375
  28414.33	  10006377
  47470.67	  10006378
  38768.67	   1000638
  28497.22	  10006394
  17247.00	  10006395
    477.00	  10006399
    228.00	  10006410
  42559.75	  10006413
  15031.67	  10006419
  27891.33	   1000642
  13070.00	  10006422
  28530.67	  10006431
  17152.33	  10006432
  41698.50	  10006434
  28962.00	  10006449
  25458.00	  10006477
  45483.08	  10006478
  28309.67	  10006494
  39413.00	  10006504
  27317.50	  10006508
  38559.46	   1000651
   2109.50	  10006510
  14028.25	  10006511
    420.50	  10006521
  42131.25	  10006523
  39267.67	  10006525
  46833.80	  10006528
  42850.00	  10006529
  43079.00	  10006538
   6661.50	  10006539
  43127.00	  10006540
  34126.00	  10006541
  64231.00	  10006550
  33566.25	  10006559
  11319.50	  10006563
  50407.40	  10006565
  24607.50	  10006578
  29060.33	  10006593
  46884.31	  10006597
  57197.00	   1000660
  28419.00	  10006604
   7238.00	  10006608
  30205.00	  10006612
  40498.75	  10006619
  28827.33	  10006625
  29022.00	   1000663
  42568.00	  10006639
  37445.71	  10006643
  56642.33	  10006645
    188.50	  10006646
  21799.80	   1000666
  42906.00	  10006665
  18794.00	  10006666
   3850.00	  10006673
  21251.50	  10006677
  37778.29	   1000668
  43461.00	  10006680
  41778.00	  10006684
  20252.67	   1000669
   1343.00	  10006690
  27090.67	  10006697
  39096.00	  10006709
  30661.64	  10006712
    146.00	  10006714
  37173.86	  10006720
  35859.00	  10006730
  28217.00	  10006731
  57144.67	  10006741
  36134.67	  10006742
  43201.00	  10006748
  42444.00	  10006749
    528.00	  10006750
    507.50	  10006758
    279.00	  10006765
  17136.50	  10006769
  34610.00	  10006774
   4692.00	  10006797
  19238.00	  10006805
  43132.50	  10006807
